"BehaviorSpace results (NetLogo 6.2.0)"
"code (4).nlogo"
"WaitingTime"
"01/28/2021 15:45:31:492 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","distancing?","spread-decease?","threshold-attendance","numberOfPeople","max-patience","r-distance","[step]","waitingTime"
"2","true","false","6","121","50","1.5","594","597"
"6","true","false","6","121","100","1.5","588","262"
"3","true","false","6","121","50","1.5","531","683"
"1","true","false","6","121","50","1.5","501","733"
"2","true","false","6","121","50","1.5","595","597"
"6","true","false","6","121","100","1.5","589","262"
"5","true","false","6","121","100","1.5","575","327"
"3","true","false","6","121","50","1.5","532","685"
"4","true","false","6","121","100","1.5","594","311"
"2","true","false","6","121","50","1.5","596","598"
"1","true","false","6","121","50","1.5","502","735"
"3","true","false","6","121","50","1.5","533","686"
"5","true","false","6","121","100","1.5","576","327"
"6","true","false","6","121","100","1.5","590","262"
"4","true","false","6","121","100","1.5","595","311"
"2","true","false","6","121","50","1.5","597","599"
"1","true","false","6","121","50","1.5","503","736"
"3","true","false","6","121","50","1.5","534","689"
"4","true","false","6","121","100","1.5","596","311"
"5","true","false","6","121","100","1.5","577","328"
"6","true","false","6","121","100","1.5","591","262"
"2","true","false","6","121","50","1.5","598","602"
"3","true","false","6","121","50","1.5","535","689"
"1","true","false","6","121","50","1.5","504","738"
"4","true","false","6","121","100","1.5","597","312"
"2","true","false","6","121","50","1.5","599","602"
"6","true","false","6","121","100","1.5","592","263"
"5","true","false","6","121","100","1.5","578","328"
"3","true","false","6","121","50","1.5","536","689"
"2","true","false","6","121","50","1.5","600","605"
"4","true","false","6","121","100","1.5","598","313"
"1","true","false","6","121","50","1.5","505","741"
"6","true","false","6","121","100","1.5","593","263"
"5","true","false","6","121","100","1.5","579","328"
"3","true","false","6","121","50","1.5","537","689"
"2","true","false","6","121","50","1.5","601","605"
"4","true","false","6","121","100","1.5","599","313"
"1","true","false","6","121","50","1.5","506","760"
"5","true","false","6","121","100","1.5","580","330"
"3","true","false","6","121","50","1.5","538","689"
"2","true","false","6","121","50","1.5","602","605"
"6","true","false","6","121","100","1.5","594","263"
"4","true","false","6","121","100","1.5","600","335"
"1","true","false","6","121","50","1.5","507","764"
"3","true","false","6","121","50","1.5","539","691"
"5","true","false","6","121","100","1.5","581","330"
"6","true","false","6","121","100","1.5","595","264"
"2","true","false","6","121","50","1.5","603","607"
"4","true","false","6","121","100","1.5","601","337"
"3","true","false","6","121","50","1.5","540","691"
"1","true","false","6","121","50","1.5","508","764"
"2","true","false","6","121","50","1.5","604","607"
"5","true","false","6","121","100","1.5","582","330"
"6","true","false","6","121","100","1.5","596","265"
"4","true","false","6","121","100","1.5","602","338"
"3","true","false","6","121","50","1.5","541","691"
"2","true","false","6","121","50","1.5","605","607"
"5","true","false","6","121","100","1.5","583","330"
"6","true","false","6","121","100","1.5","597","265"
"1","true","false","6","121","50","1.5","509","765"
"4","true","false","6","121","100","1.5","603","338"
"3","true","false","6","121","50","1.5","542","691"
"2","true","false","6","121","50","1.5","606","607"
"5","true","false","6","121","100","1.5","584","330"
"6","true","false","6","121","100","1.5","598","265"
"4","true","false","6","121","100","1.5","604","338"
"3","true","false","6","121","50","1.5","543","692"
"1","true","false","6","121","50","1.5","510","766"
"2","true","false","6","121","50","1.5","607","609"
"5","true","false","6","121","100","1.5","585","331"
"1","true","false","6","121","50","1.5","511","767"
"4","true","false","6","121","100","1.5","605","338"
"3","true","false","6","121","50","1.5","544","695"
"6","true","false","6","121","100","1.5","599","266"
"2","true","false","6","121","50","1.5","608","609"
"3","true","false","6","121","50","1.5","545","695"
"5","true","false","6","121","100","1.5","586","331"
"6","true","false","6","121","100","1.5","600","275"
"4","true","false","6","121","100","1.5","606","338"
"1","true","false","6","121","50","1.5","512","767"
"3","true","false","6","121","50","1.5","546","696"
"5","true","false","6","121","100","1.5","587","331"
"6","true","false","6","121","100","1.5","601","276"
"2","true","false","6","121","50","1.5","609","610"
"4","true","false","6","121","100","1.5","607","339"
"3","true","false","6","121","50","1.5","547","696"
"1","true","false","6","121","50","1.5","513","767"
"5","true","false","6","121","100","1.5","588","337"
"6","true","false","6","121","100","1.5","602","277"
"2","true","false","6","121","50","1.5","610","610"
"4","true","false","6","121","100","1.5","608","340"
"3","true","false","6","121","50","1.5","548","698"
"5","true","false","6","121","100","1.5","589","338"
"2","true","false","6","121","50","1.5","611","612"
"6","true","false","6","121","100","1.5","603","281"
"4","true","false","6","121","100","1.5","609","340"
"2","true","false","6","121","50","1.5","612","614"
"1","true","false","6","121","50","1.5","514","767"
"5","true","false","6","121","100","1.5","590","338"
"6","true","false","6","121","100","1.5","604","283"
"3","true","false","6","121","50","1.5","549","701"
"4","true","false","6","121","100","1.5","610","340"
"2","true","false","6","121","50","1.5","613","615"
"5","true","false","6","121","100","1.5","591","338"
"3","true","false","6","121","50","1.5","550","721"
"6","true","false","6","121","100","1.5","605","284"
"1","true","false","6","121","50","1.5","515","767"
"4","true","false","6","121","100","1.5","611","340"
"2","true","false","6","121","50","1.5","614","616"
"5","true","false","6","121","100","1.5","592","339"
"3","true","false","6","121","50","1.5","551","727"
"6","true","false","6","121","100","1.5","606","289"
"2","true","false","6","121","50","1.5","615","616"
"4","true","false","6","121","100","1.5","612","340"
"5","true","false","6","121","100","1.5","593","339"
"3","true","false","6","121","50","1.5","552","729"
"1","true","false","6","121","50","1.5","516","767"
"6","true","false","6","121","100","1.5","607","289"
"2","true","false","6","121","50","1.5","616","618"
"4","true","false","6","121","100","1.5","613","341"
"3","true","false","6","121","50","1.5","553","730"
"6","true","false","6","121","100","1.5","608","290"
"5","true","false","6","121","100","1.5","594","339"
"2","true","false","6","121","50","1.5","617","621"
"1","true","false","6","121","50","1.5","517","767"
"4","true","false","6","121","100","1.5","614","342"
"3","true","false","6","121","50","1.5","554","730"
"2","true","false","6","121","50","1.5","618","622"
"6","true","false","6","121","100","1.5","609","291"
"1","true","false","6","121","50","1.5","518","768"
"5","true","false","6","121","100","1.5","595","339"
"4","true","false","6","121","100","1.5","615","342"
"6","true","false","6","121","100","1.5","610","291"
"3","true","false","6","121","50","1.5","555","730"
"2","true","false","6","121","50","1.5","619","625"
"5","true","false","6","121","100","1.5","596","339"
"1","true","false","6","121","50","1.5","519","770"
"4","true","false","6","121","100","1.5","616","342"
"3","true","false","6","121","50","1.5","556","730"
"6","true","false","6","121","100","1.5","611","291"
"2","true","false","6","121","50","1.5","620","625"
"5","true","false","6","121","100","1.5","597","340"
"4","true","false","6","121","100","1.5","617","344"
"1","true","false","6","121","50","1.5","520","771"
"2","true","false","6","121","50","1.5","621","626"
"3","true","false","6","121","50","1.5","557","731"
"6","true","false","6","121","100","1.5","612","291"
"2","true","false","6","121","50","1.5","622","628"
"5","true","false","6","121","100","1.5","598","340"
"4","true","false","6","121","100","1.5","618","345"
"1","true","false","6","121","50","1.5","521","771"
"6","true","false","6","121","100","1.5","613","292"
"2","true","false","6","121","50","1.5","623","629"
"3","true","false","6","121","50","1.5","558","731"
"5","true","false","6","121","100","1.5","599","340"
"4","true","false","6","121","100","1.5","619","345"
"2","true","false","6","121","50","1.5","624","631"
"1","true","false","6","121","50","1.5","522","772"
"6","true","false","6","121","100","1.5","614","292"
"3","true","false","6","121","50","1.5","559","731"
"5","true","false","6","121","100","1.5","600","360"
"2","true","false","6","121","50","1.5","625","633"
"4","true","false","6","121","100","1.5","620","346"
"6","true","false","6","121","100","1.5","615","292"
"1","true","false","6","121","50","1.5","523","772"
"2","true","false","6","121","50","1.5","626","634"
"3","true","false","6","121","50","1.5","560","731"
"5","true","false","6","121","100","1.5","601","376"
"4","true","false","6","121","100","1.5","621","347"
"2","true","false","6","121","50","1.5","627","634"
"5","true","false","6","121","100","1.5","602","379"
"6","true","false","6","121","100","1.5","616","293"
"1","true","false","6","121","50","1.5","524","772"
"2","true","false","6","121","50","1.5","628","635"
"3","true","false","6","121","50","1.5","561","731"
"4","true","false","6","121","100","1.5","622","347"
"6","true","false","6","121","100","1.5","617","293"
"2","true","false","6","121","50","1.5","629","635"
"5","true","false","6","121","100","1.5","603","382"
"4","true","false","6","121","100","1.5","623","347"
"1","true","false","6","121","50","1.5","525","772"
"3","true","false","6","121","50","1.5","562","731"
"2","true","false","6","121","50","1.5","630","636"
"6","true","false","6","121","100","1.5","618","294"
"5","true","false","6","121","100","1.5","604","383"
"4","true","false","6","121","100","1.5","624","348"
"1","true","false","6","121","50","1.5","526","772"
"3","true","false","6","121","50","1.5","563","731"
"2","true","false","6","121","50","1.5","631","638"
"4","true","false","6","121","100","1.5","625","348"
"6","true","false","6","121","100","1.5","619","294"
"5","true","false","6","121","100","1.5","605","383"
"2","true","false","6","121","50","1.5","632","638"
"4","true","false","6","121","100","1.5","626","349"
"3","true","false","6","121","50","1.5","564","732"
"6","true","false","6","121","100","1.5","620","298"
"1","true","false","6","121","50","1.5","527","773"
"2","true","false","6","121","50","1.5","633","638"
"5","true","false","6","121","100","1.5","606","383"
"4","true","false","6","121","100","1.5","627","351"
"3","true","false","6","121","50","1.5","565","732"
"6","true","false","6","121","100","1.5","621","300"
"2","true","false","6","121","50","1.5","634","638"
"1","true","false","6","121","50","1.5","528","773"
"4","true","false","6","121","100","1.5","628","351"
"5","true","false","6","121","100","1.5","607","383"
"2","true","false","6","121","50","1.5","635","638"
"3","true","false","6","121","50","1.5","566","732"
"4","true","false","6","121","100","1.5","629","352"
"5","true","false","6","121","100","1.5","608","384"
"6","true","false","6","121","100","1.5","622","302"
"1","true","false","6","121","50","1.5","529","773"
"2","true","false","6","121","50","1.5","636","638"
"4","true","false","6","121","100","1.5","630","352"
"6","true","false","6","121","100","1.5","623","303"
"3","true","false","6","121","50","1.5","567","733"
"5","true","false","6","121","100","1.5","609","384"
"2","true","false","6","121","50","1.5","637","638"
"4","true","false","6","121","100","1.5","631","352"
"1","true","false","6","121","50","1.5","530","777"
"6","true","false","6","121","100","1.5","624","304"
"2","true","false","6","121","50","1.5","638","640"
"3","true","false","6","121","50","1.5","568","736"
"5","true","false","6","121","100","1.5","610","384"
"4","true","false","6","121","100","1.5","632","352"
"1","true","false","6","121","50","1.5","531","778"
"2","true","false","6","121","50","1.5","639","640"
"6","true","false","6","121","100","1.5","625","304"
"3","true","false","6","121","50","1.5","569","740"
"4","true","false","6","121","100","1.5","633","352"
"5","true","false","6","121","100","1.5","611","384"
"2","true","false","6","121","50","1.5","640","640"
"1","true","false","6","121","50","1.5","532","780"
"6","true","false","6","121","100","1.5","626","304"
"2","true","false","6","121","50","1.5","641","640"
"3","true","false","6","121","50","1.5","570","742"
"4","true","false","6","121","100","1.5","634","353"
"5","true","false","6","121","100","1.5","612","384"
"1","true","false","6","121","50","1.5","533","782"
"2","true","false","6","121","50","1.5","642","640"
"6","true","false","6","121","100","1.5","627","304"
"4","true","false","6","121","100","1.5","635","353"
"3","true","false","6","121","50","1.5","571","744"
"5","true","false","6","121","100","1.5","613","384"
"2","true","false","6","121","50","1.5","643","641"
"4","true","false","6","121","100","1.5","636","353"
"1","true","false","6","121","50","1.5","534","783"
"6","true","false","6","121","100","1.5","628","305"
"3","true","false","6","121","50","1.5","572","745"
"2","true","false","6","121","50","1.5","644","641"
"5","true","false","6","121","100","1.5","614","384"
"4","true","false","6","121","100","1.5","637","353"
"1","true","false","6","121","50","1.5","535","783"
"2","true","false","6","121","50","1.5","645","641"
"3","true","false","6","121","50","1.5","573","745"
"4","true","false","6","121","100","1.5","638","353"
"5","true","false","6","121","100","1.5","615","384"
"2","true","false","6","121","50","1.5","646","642"
"3","true","false","6","121","50","1.5","574","745"
"6","true","false","6","121","100","1.5","629","305"
"1","true","false","6","121","50","1.5","536","783"
"4","true","false","6","121","100","1.5","639","353"
"2","true","false","6","121","50","1.5","647","642"
"5","true","false","6","121","100","1.5","616","384"
"3","true","false","6","121","50","1.5","575","746"
"6","true","false","6","121","100","1.5","630","307"
"2","true","false","6","121","50","1.5","648","642"
"4","true","false","6","121","100","1.5","640","353"
"5","true","false","6","121","100","1.5","617","387"
"1","true","false","6","121","50","1.5","537","783"
"2","true","false","6","121","50","1.5","649","642"
"3","true","false","6","121","50","1.5","576","747"
"4","true","false","6","121","100","1.5","641","353"
"6","true","false","6","121","100","1.5","631","308"
"5","true","false","6","121","100","1.5","618","388"
"2","true","false","6","121","50","1.5","650","645"
"1","true","false","6","121","50","1.5","538","786"
"4","true","false","6","121","100","1.5","642","353"
"3","true","false","6","121","50","1.5","577","748"
"5","true","false","6","121","100","1.5","619","388"
"6","true","false","6","121","100","1.5","632","309"
"2","true","false","6","121","50","1.5","651","645"
"4","true","false","6","121","100","1.5","643","353"
"1","true","false","6","121","50","1.5","539","789"
"5","true","false","6","121","100","1.5","620","388"
"3","true","false","6","121","50","1.5","578","749"
"6","true","false","6","121","100","1.5","633","310"
"5","true","false","6","121","100","1.5","621","388"
"2","true","false","6","121","50","1.5","652","645"
"1","true","false","6","121","50","1.5","540","791"
"4","true","false","6","121","100","1.5","644","353"
"6","true","false","6","121","100","1.5","634","310"
"3","true","false","6","121","50","1.5","579","751"
"5","true","false","6","121","100","1.5","622","388"
"2","true","false","6","121","50","1.5","653","645"
"1","true","false","6","121","50","1.5","541","792"
"4","true","false","6","121","100","1.5","645","353"
"2","true","false","6","121","50","1.5","654","647"
"6","true","false","6","121","100","1.5","635","310"
"5","true","false","6","121","100","1.5","623","388"
"3","true","false","6","121","50","1.5","580","753"
"4","true","false","6","121","100","1.5","646","353"
"5","true","false","6","121","100","1.5","624","388"
"2","true","false","6","121","50","1.5","655","647"
"1","true","false","6","121","50","1.5","542","793"
"4","true","false","6","121","100","1.5","647","353"
"6","true","false","6","121","100","1.5","636","312"
"5","true","false","6","121","100","1.5","625","388"
"3","true","false","6","121","50","1.5","581","753"
"2","true","false","6","121","50","1.5","656","647"
"5","true","false","6","121","100","1.5","626","388"
"4","true","false","6","121","100","1.5","648","353"
"1","true","false","6","121","50","1.5","543","794"
"6","true","false","6","121","100","1.5","637","312"
"2","true","false","6","121","50","1.5","657","648"
"3","true","false","6","121","50","1.5","582","755"
"5","true","false","6","121","100","1.5","627","388"
"4","true","false","6","121","100","1.5","649","353"
"2","true","false","6","121","50","1.5","658","648"
"1","true","false","6","121","50","1.5","544","794"
"6","true","false","6","121","100","1.5","638","312"
"5","true","false","6","121","100","1.5","628","388"
"3","true","false","6","121","50","1.5","583","755"
"4","true","false","6","121","100","1.5","650","353"
"2","true","false","6","121","50","1.5","659","649"
"5","true","false","6","121","100","1.5","629","388"
"1","true","false","6","121","50","1.5","545","795"
"3","true","false","6","121","50","1.5","584","756"
"4","true","false","6","121","100","1.5","651","353"
"6","true","false","6","121","100","1.5","639","322"
"2","true","false","6","121","50","1.5","660","649"
"5","true","false","6","121","100","1.5","630","388"
"4","true","false","6","121","100","1.5","652","353"
"1","true","false","6","121","50","1.5","546","797"
"3","true","false","6","121","50","1.5","585","757"
"2","true","false","6","121","50","1.5","661","650"
"5","true","false","6","121","100","1.5","631","388"
"6","true","false","6","121","100","1.5","640","324"
"2","true","false","6","121","50","1.5","662","651"
"4","true","false","6","121","100","1.5","653","353"
"5","true","false","6","121","100","1.5","632","389"
"3","true","false","6","121","50","1.5","586","759"
"2","true","false","6","121","50","1.5","663","652"
"6","true","false","6","121","100","1.5","641","324"
"1","true","false","6","121","50","1.5","547","799"
"4","true","false","6","121","100","1.5","654","353"
"5","true","false","6","121","100","1.5","633","389"
"3","true","false","6","121","50","1.5","587","761"
"2","true","false","6","121","50","1.5","664","652"
"1","true","false","6","121","50","1.5","548","800"
"4","true","false","6","121","100","1.5","655","353"
"5","true","false","6","121","100","1.5","634","389"
"6","true","false","6","121","100","1.5","642","325"
"2","true","false","6","121","50","1.5","665","653"
"3","true","false","6","121","50","1.5","588","762"
"5","true","false","6","121","100","1.5","635","389"
"4","true","false","6","121","100","1.5","656","354"
"6","true","false","6","121","100","1.5","643","325"
"2","true","false","6","121","50","1.5","666","654"
"1","true","false","6","121","50","1.5","549","802"
"3","true","false","6","121","50","1.5","589","764"
"5","true","false","6","121","100","1.5","636","390"
"2","true","false","6","121","50","1.5","667","657"
"4","true","false","6","121","100","1.5","657","355"
"1","true","false","6","121","50","1.5","550","813"
"6","true","false","6","121","100","1.5","644","326"
"5","true","false","6","121","100","1.5","637","390"
"2","true","false","6","121","50","1.5","668","657"
"3","true","false","6","121","50","1.5","590","764"
"4","true","false","6","121","100","1.5","658","355"
"5","true","false","6","121","100","1.5","638","391"
"2","true","false","6","121","50","1.5","669","660"
"1","true","false","6","121","50","1.5","551","813"
"6","true","false","6","121","100","1.5","645","326"
"3","true","false","6","121","50","1.5","591","764"
"4","true","false","6","121","100","1.5","659","356"
"2","true","false","6","121","50","1.5","670","662"
"5","true","false","6","121","100","1.5","639","391"
"1","true","false","6","121","50","1.5","552","813"
"6","true","false","6","121","100","1.5","646","326"
"3","true","false","6","121","50","1.5","592","764"
"4","true","false","6","121","100","1.5","660","356"
"2","true","false","6","121","50","1.5","671","663"
"5","true","false","6","121","100","1.5","640","391"
"2","true","false","6","121","50","1.5","672","664"
"6","true","false","6","121","100","1.5","647","326"
"4","true","false","6","121","100","1.5","661","356"
"1","true","false","6","121","50","1.5","553","814"
"5","true","false","6","121","100","1.5","641","391"
"2","true","false","6","121","50","1.5","673","669"
"3","true","false","6","121","50","1.5","593","764"
"4","true","false","6","121","100","1.5","662","356"
"6","true","false","6","121","100","1.5","648","327"
"5","true","false","6","121","100","1.5","642","391"
"1","true","false","6","121","50","1.5","554","816"
"2","true","false","6","121","50","1.5","674","673"
"4","true","false","6","121","100","1.5","663","356"
"3","true","false","6","121","50","1.5","594","765"
"4","true","false","6","121","100","1.5","664","356"
"5","true","false","6","121","100","1.5","643","391"
"1","true","false","6","121","50","1.5","555","819"
"6","true","false","6","121","100","1.5","649","329"
"2","true","false","6","121","50","1.5","675","677"
"3","true","false","6","121","50","1.5","595","765"
"4","true","false","6","121","100","1.5","665","356"
"5","true","false","6","121","100","1.5","644","391"
"2","true","false","6","121","50","1.5","676","680"
"1","true","false","6","121","50","1.5","556","838"
"5","true","false","6","121","100","1.5","645","391"
"3","true","false","6","121","50","1.5","596","766"
"2","true","false","6","121","50","1.5","677","683"
"4","true","false","6","121","100","1.5","666","356"
"2","true","false","6","121","50","1.5","678","684"
"5","true","false","6","121","100","1.5","646","391"
"4","true","false","6","121","100","1.5","667","356"
"1","true","false","6","121","50","1.5","557","840"
"6","true","false","6","121","100","1.5","650","329"
"3","true","false","6","121","50","1.5","597","766"
"2","true","false","6","121","50","1.5","679","685"
"5","true","false","6","121","100","1.5","647","391"
"4","true","false","6","121","100","1.5","668","356"
"1","true","false","6","121","50","1.5","558","840"
"5","true","false","6","121","100","1.5","648","391"
"3","true","false","6","121","50","1.5","598","769"
"2","true","false","6","121","50","1.5","680","686"
"4","true","false","6","121","100","1.5","669","356"
"6","true","false","6","121","100","1.5","651","329"
"5","true","false","6","121","100","1.5","649","391"
"1","true","false","6","121","50","1.5","559","841"
"2","true","false","6","121","50","1.5","681","686"
"4","true","false","6","121","100","1.5","670","356"
"3","true","false","6","121","50","1.5","599","771"
"5","true","false","6","121","100","1.5","650","391"
"6","true","false","6","121","100","1.5","652","329"
"2","true","false","6","121","50","1.5","682","688"
"4","true","false","6","121","100","1.5","671","356"
"5","true","false","6","121","100","1.5","651","391"
"1","true","false","6","121","50","1.5","560","841"
"3","true","false","6","121","50","1.5","600","788"
"2","true","false","6","121","50","1.5","683","688"
"4","true","false","6","121","100","1.5","672","356"
"6","true","false","6","121","100","1.5","653","330"
"5","true","false","6","121","100","1.5","652","391"
"2","true","false","6","121","50","1.5","684","688"
"1","true","false","6","121","50","1.5","561","842"
"4","true","false","6","121","100","1.5","673","356"
"3","true","false","6","121","50","1.5","601","791"
"5","true","false","6","121","100","1.5","653","391"
"6","true","false","6","121","100","1.5","654","332"
"2","true","false","6","121","50","1.5","685","688"
"4","true","false","6","121","100","1.5","674","356"
"1","true","false","6","121","50","1.5","562","843"
"3","true","false","6","121","50","1.5","602","792"
"5","true","false","6","121","100","1.5","654","391"
"2","true","false","6","121","50","1.5","686","688"
"6","true","false","6","121","100","1.5","655","332"
"4","true","false","6","121","100","1.5","675","357"
"2","true","false","6","121","50","1.5","687","688"
"4","true","false","6","121","100","1.5","676","357"
"5","true","false","6","121","100","1.5","655","392"
"1","true","false","6","121","50","1.5","563","843"
"3","true","false","6","121","50","1.5","603","792"
"2","true","false","6","121","50","1.5","688","689"
"6","true","false","6","121","100","1.5","656","333"
"5","true","false","6","121","100","1.5","656","392"
"4","true","false","6","121","100","1.5","677","358"
"2","true","false","6","121","50","1.5","689","689"
"3","true","false","6","121","50","1.5","604","792"
"1","true","false","6","121","50","1.5","564","844"
"5","true","false","6","121","100","1.5","657","392"
"6","true","false","6","121","100","1.5","657","333"
"4","true","false","6","121","100","1.5","678","359"
"2","true","false","6","121","50","1.5","690","689"
"3","true","false","6","121","50","1.5","605","793"
"4","true","false","6","121","100","1.5","679","359"
"1","true","false","6","121","50","1.5","565","844"
"5","true","false","6","121","100","1.5","658","392"
"2","true","false","6","121","50","1.5","691","689"
"6","true","false","6","121","100","1.5","658","333"
"3","true","false","6","121","50","1.5","606","795"
"4","true","false","6","121","100","1.5","680","360"
"5","true","false","6","121","100","1.5","659","392"
"1","true","false","6","121","50","1.5","566","845"
"2","true","false","6","121","50","1.5","692","690"
"4","true","false","6","121","100","1.5","681","360"
"3","true","false","6","121","50","1.5","607","796"
"6","true","false","6","121","100","1.5","659","333"
"2","true","false","6","121","50","1.5","693","691"
"5","true","false","6","121","100","1.5","660","392"
"1","true","false","6","121","50","1.5","567","845"
"4","true","false","6","121","100","1.5","682","360"
"2","true","false","6","121","50","1.5","694","691"
"3","true","false","6","121","50","1.5","608","803"
"5","true","false","6","121","100","1.5","661","392"
"4","true","false","6","121","100","1.5","683","360"
"2","true","false","6","121","50","1.5","695","691"
"6","true","false","6","121","100","1.5","660","334"
"5","true","false","6","121","100","1.5","662","392"
"1","true","false","6","121","50","1.5","568","846"
"3","true","false","6","121","50","1.5","609","806"
"4","true","false","6","121","100","1.5","684","360"
"5","true","false","6","121","100","1.5","663","392"
"6","true","false","6","121","100","1.5","661","335"
"2","true","false","6","121","50","1.5","696","691"
"1","true","false","6","121","50","1.5","569","847"
"4","true","false","6","121","100","1.5","685","360"
"5","true","false","6","121","100","1.5","664","392"
"3","true","false","6","121","50","1.5","610","809"
"2","true","false","6","121","50","1.5","697","691"
"6","true","false","6","121","100","1.5","662","335"
"1","true","false","6","121","50","1.5","570","849"
"5","true","false","6","121","100","1.5","665","392"
"4","true","false","6","121","100","1.5","686","360"
"2","true","false","6","121","50","1.5","698","691"
"3","true","false","6","121","50","1.5","611","809"
"6","true","false","6","121","100","1.5","663","335"
"5","true","false","6","121","100","1.5","666","392"
"1","true","false","6","121","50","1.5","571","849"
"2","true","false","6","121","50","1.5","699","692"
"3","true","false","6","121","50","1.5","612","809"
"2","true","false","6","121","50","1.5","700","694"
"6","true","false","6","121","100","1.5","664","335"
"5","true","false","6","121","100","1.5","667","392"
"1","true","false","6","121","50","1.5","572","849"
"4","true","false","6","121","100","1.5","687","360"
"3","true","false","6","121","50","1.5","613","812"
"5","true","false","6","121","100","1.5","668","393"
"6","true","false","6","121","100","1.5","665","338"
"2","true","false","6","121","50","1.5","701","694"
"1","true","false","6","121","50","1.5","573","849"
"4","true","false","6","121","100","1.5","688","360"
"3","true","false","6","121","50","1.5","614","816"
"5","true","false","6","121","100","1.5","669","393"
"2","true","false","6","121","50","1.5","702","696"
"4","true","false","6","121","100","1.5","689","360"
"6","true","false","6","121","100","1.5","666","339"
"1","true","false","6","121","50","1.5","574","849"
"5","true","false","6","121","100","1.5","670","393"
"3","true","false","6","121","50","1.5","615","817"
"2","true","false","6","121","50","1.5","703","697"
"4","true","false","6","121","100","1.5","690","360"
"6","true","false","6","121","100","1.5","667","340"
"1","true","false","6","121","50","1.5","575","849"
"5","true","false","6","121","100","1.5","671","393"
"2","true","false","6","121","50","1.5","704","697"
"4","true","false","6","121","100","1.5","691","360"
"2","true","false","6","121","50","1.5","705","697"
"6","true","false","6","121","100","1.5","668","341"
"5","true","false","6","121","100","1.5","672","394"
"1","true","false","6","121","50","1.5","576","850"
"3","true","false","6","121","50","1.5","616","817"
"4","true","false","6","121","100","1.5","692","360"
"2","true","false","6","121","50","1.5","706","697"
"4","true","false","6","121","100","1.5","693","360"
"5","true","false","6","121","100","1.5","673","396"
"1","true","false","6","121","50","1.5","577","851"
"2","true","false","6","121","50","1.5","707","697"
"3","true","false","6","121","50","1.5","617","819"
"4","true","false","6","121","100","1.5","694","360"
"2","true","false","6","121","50","1.5","708","699"
"5","true","false","6","121","100","1.5","674","396"
"1","true","false","6","121","50","1.5","578","851"
"4","true","false","6","121","100","1.5","695","360"
"2","true","false","6","121","50","1.5","709","699"
"6","true","false","6","121","100","1.5","669","341"
"3","true","false","6","121","50","1.5","618","821"
"5","true","false","6","121","100","1.5","675","396"
"4","true","false","6","121","100","1.5","696","360"
"2","true","false","6","121","50","1.5","710","699"
"1","true","false","6","121","50","1.5","579","851"
"3","true","false","6","121","50","1.5","619","825"
"5","true","false","6","121","100","1.5","676","396"
"6","true","false","6","121","100","1.5","670","341"
"4","true","false","6","121","100","1.5","697","361"
"2","true","false","6","121","50","1.5","711","699"
"1","true","false","6","121","50","1.5","580","851"
"5","true","false","6","121","100","1.5","677","396"
"3","true","false","6","121","50","1.5","620","827"
"2","true","false","6","121","50","1.5","712","699"
"4","true","false","6","121","100","1.5","698","362"
"6","true","false","6","121","100","1.5","671","341"
"1","true","false","6","121","50","1.5","581","852"
"2","true","false","6","121","50","1.5","713","700"
"5","true","false","6","121","100","1.5","678","396"
"3","true","false","6","121","50","1.5","621","830"
"6","true","false","6","121","100","1.5","672","341"
"2","true","false","6","121","50","1.5","714","700"
"4","true","false","6","121","100","1.5","699","365"
"1","true","false","6","121","50","1.5","582","852"
"3","true","false","6","121","50","1.5","622","834"
"2","true","false","6","121","50","1.5","715","701"
"6","true","false","6","121","100","1.5","673","341"
"1","true","false","6","121","50","1.5","583","853"
"3","true","false","6","121","50","1.5","623","835"
"4","true","false","6","121","100","1.5","700","379"
"2","true","false","6","121","50","1.5","716","703"
"5","true","false","6","121","100","1.5","679","396"
"2","true","false","6","121","50","1.5","717","706"
"6","true","false","6","121","100","1.5","674","342"
"3","true","false","6","121","50","1.5","624","835"
"5","true","false","6","121","100","1.5","680","397"
"4","true","false","6","121","100","1.5","701","379"
"1","true","false","6","121","50","1.5","584","853"
"2","true","false","6","121","50","1.5","718","706"
"6","true","false","6","121","100","1.5","675","342"
"5","true","false","6","121","100","1.5","681","397"
"3","true","false","6","121","50","1.5","625","836"
"4","true","false","6","121","100","1.5","702","379"
"2","true","false","6","121","50","1.5","719","708"
"1","true","false","6","121","50","1.5","585","853"
"6","true","false","6","121","100","1.5","676","342"
"5","true","false","6","121","100","1.5","682","397"
"3","true","false","6","121","50","1.5","626","837"
"4","true","false","6","121","100","1.5","703","379"
"2","true","false","6","121","50","1.5","720","708"
"6","true","false","6","121","100","1.5","677","342"
"1","true","false","6","121","50","1.5","586","853"
"5","true","false","6","121","100","1.5","683","397"
"3","true","false","6","121","50","1.5","627","838"
"2","true","false","6","121","50","1.5","721","711"
"4","true","false","6","121","100","1.5","704","380"
"6","true","false","6","121","100","1.5","678","342"
"1","true","false","6","121","50","1.5","587","853"
"5","true","false","6","121","100","1.5","684","397"
"2","true","false","6","121","50","1.5","722","712"
"3","true","false","6","121","50","1.5","628","839"
"4","true","false","6","121","100","1.5","705","380"
"6","true","false","6","121","100","1.5","679","343"
"5","true","false","6","121","100","1.5","685","397"
